hotel_id,aspect,sentiment,mention_count,pos_count,neg_count,is_facility
63,room_comfort,0.59,134,79,55,0
63,value,0.42,50,21,29,0
63,noise,0.684,19,13,6,0
63,breakfast,0.429,35,15,20,0
64,wifi,0.0,1,0,1,1
64,room_service,0.0,2,0,2,1
64,lounge,0.0,2,0,2,1
64,staff,0.857,21,18,3,0
64,cleanliness,0.667,12,8,4,0
64,location,1.0,28,28,0,0
64,room_comfort,0.5,34,17,17,0
64,value,0.333,6,2,4,0
64,noise,0.429,7,3,4,0
64,breakfast,0.667,9,6,3,0
65,wifi,0.158,311,49,262,1
65,pool,0.0,5,0,5,1
65,gym,0.071,14,1,13,1
65,sauna,0.0,2,0,2,1
65,restaurant,0.732,269,197,72,1
65,room_service,0.393,56,22,34,1
65,lounge,0.634,93,59,34,1
65,event_space,0.8,5,4,1,1
65,staff,0.768,1657,1272,385,0
65,cleanliness,0.698,533,372,161,0
65,location,0.929,1682,1562,120,0
65,room_comfort,0.473,2369,1121,1248,0
65,value,0.524,584,306,278,0
65,noise,0.367,425,156,269,0
65,breakfast,0.59,1065,628,437,0
66,wifi,0.057,506,29,477,1
66,pool,0.295,227,67,160,1
66,gym,0.259,147,38,109,1
66,sauna,0.433,141,61,80,1
66,restaurant,0.507,357,181,176,1
66,room_service,0.396,111,44,67,1
66,lounge,0.645,31,20,11,1
66,event_space,0.4,5,2,3,1
66,staff,0.519,1678,871,807,0
66,cleanliness,0.526,970,510,460,0
66,location,0.888,1751,1555,196,0
66,room_comfort,0.421,3489,1468,2021,0
66,value,0.512,1130,578,552,0
66,noise,0.174,460,80,380,0
66,breakfast,0.361,1038,375,663,0
67,wifi,0.222,18,4,14,1
67,pool,0.0,2,0,2,1
67,gym,0.0,1,0,1,1
67,sauna,0.571,14,8,6,1
67,restaurant,0.882,17,15,2,1
67,room_service,0.5,2,1,1,1
67,lounge,1.0,1,1,0,1
67,event_space,1.0,1,1,0,1
67,staff,0.811,169,137,32,0
67,cleanliness,0.571,56,32,24,0
67,location,0.966,147,142,5,0
67,room_comfort,0.595,242,144,98,0
67,value,0.231,26,6,20,0
67,noise,0.648,54,35,19,0
67,breakfast,0.636,55,35,20,0
68,wifi,0.333,3,1,2,1
68,gym,0.0,4,0,4,1
68,restaurant,0.765,17,13,4,1
68,room_service,0.2,5,1,4,1
68,lounge,1.0,2,2,0,1
68,staff,0.784,74,58,16,0
68,cleanliness,0.875,8,7,1,0
68,location,0.922,64,59,5,0
68,room_comfort,0.409,88,36,52,0
68,value,0.292,24,7,17,0
68,noise,0.4,20,8,12,0
68,breakfast,0.488,43,21,22,0
69,wifi,0.333,6,2,4,1
69,pool,0.833,6,5,1,1
69,sauna,1.0,9,9,0,1
69,restaurant,0.545,11,6,5,1
69,room_service,1.0,2,2,0,1
69,staff,0.937,63,59,4,0
69,cleanliness,1.0,9,9,0,0
69,location,0.931,29,27,2,0
69,room_comfort,0.667,60,40,20,0
69,value,0.227,22,5,17,0
69,noise,0.889,9,8,1,0
69,breakfast,0.512,41,21,20,0
70,wifi,0.667,9,6,3,1
70,gym,0.0,1,0,1,1
70,restaurant,0.947,19,18,1,1
70,room_service,0.5,2,1,1,1
70,lounge,0.0,1,0,1,1
70,staff,0.938,64,60,4,0
70,cleanliness,0.767,30,23,7,0
70,location,0.835,79,66,13,0
70,room_comfort,0.508,122,62,60,0
70,value,0.444,18,8,10,0
70,noise,0.053,19,1,18,0
70,breakfast,0.727,22,16,6,0
71,wifi,0.364,11,4,7,1
71,pool,0.607,28,17,11,1
71,restaurant,0.5,6,3,3,1
71,lounge,0.75,4,3,1,1
71,staff,0.783,106,83,23,0
71,cleanliness,0.774,62,48,14,0
71,location,0.904,167,151,16,0
71,room_comfort,0.413,167,69,98,0
71,value,0.441,34,15,19,0
71,noise,0.239,46,11,35,0
71,breakfast,0.681,72,49,23,0
72,wifi,0.328,67,22,45,1
72,pool,0.143,7,1,6,1
72,gym,0.0,9,0,9,1
72,sauna,0.333,3,1,2,1
72,restaurant,0.594,32,19,13,1
72,room_service,0.333,12,4,8,1
72,lounge,1.0,3,3,0,1
72,event_space,1.0,3,3,0,1
72,staff,0.731,275,201,74,0
72,cleanliness,0.908,141,128,13,0
72,location,0.906,320,290,30,0
72,room_comfort,0.566,385,218,167,0
72,value,0.353,68,24,44,0
72,noise,0.533,45,24,21,0
72,breakfast,0.791,306,242,64,0
73,wifi,0.5,2,1,1,1
73,restaurant,1.0,1,1,0,1
73,event_space,1.0,2,2,0,1
73,staff,1.0,11,11,0,0
73,cleanliness,0.667,6,4,2,0
73,location,0.917,12,11,1,0
73,room_comfort,0.286,14,4,10,0
73,value,0.4,5,2,3,0
73,noise,0.0,5,0,5,0
73,breakfast,0.5,12,6,6,0
74,wifi,0.333,6,2,4,1
74,pool,0.125,8,1,7,1
74,gym,0.5,2,1,1,1
74,sauna,0.65,20,13,7,1
74,restaurant,0.6,25,15,10,1
74,room_service,0.333,12,4,8,1
74,lounge,1.0,4,4,0,1
74,event_space,1.0,1,1,0,1
74,staff,0.841,88,74,14,0
74,cleanliness,0.812,16,13,3,0
74,location,0.872,47,41,6,0
74,room_comfort,0.68,103,70,33,0
74,value,0.226,31,7,24,0
74,noise,0.636,11,7,4,0
74,breakfast,0.671,73,49,24,0
75,wifi,0.527,55,29,26,1
75,pool,0.0,6,0,6,1
75,gym,0.875,16,14,2,1
75,sauna,0.0,5,0,5,1
75,restaurant,0.757,70,53,17,1
75,room_service,0.344,32,11,21,1
75,lounge,0.716,190,136,54,1
75,event_space,0.5,2,1,1,1
75,staff,0.768,526,404,122,0
75,cleanliness,0.684,215,147,68,0
75,location,0.945,641,606,35,0
75,room_comfort,0.461,801,369,432,0
75,value,0.186,269,50,219,0
75,noise,0.333,84,28,56,0
75,breakfast,0.695,298,207,91,0
76,wifi,0.759,29,22,7,1
76,gym,0.0,2,0,2,1
76,restaurant,0.674,43,29,14,1
76,room_service,0.273,11,3,8,1
76,lounge,0.5,6,3,3,1
76,event_space,0.0,1,0,1,1
76,staff,0.835,460,384,76,0
76,cleanliness,0.645,169,109,60,0
76,location,0.897,368,330,38,0
76,room_comfort,0.397,687,273,414,0
76,value,0.325,120,39,81,0
76,noise,0.35,117,41,76,0
76,breakfast,0.518,170,88,82,0
77,wifi,0.76,25,19,6,1
77,pool,0.0,2,0,2,1
77,gym,0.0,8,0,8,1
77,restaurant,0.794,63,50,13,1
77,room_service,0.455,11,5,6,1
77,lounge,0.75,8,6,2,1
77,staff,0.846,371,314,57,0
77,cleanliness,0.921,240,221,19,0
77,location,0.911,371,338,33,0
77,room_comfort,0.723,596,431,165,0
77,value,0.491,167,82,85,0
77,noise,0.371,105,39,66,0
77,breakfast,0.448,145,65,80,0
78,wifi,0.475,40,19,21,1
78,pool,0.0,2,0,2,1
78,gym,0.0,5,0,5,1
78,sauna,0.0,2,0,2,1
78,restaurant,0.418,67,28,39,1
78,room_service,0.433,30,13,17,1
78,lounge,0.692,13,9,4,1
78,event_space,0.667,3,2,1,1
78,staff,0.824,592,488,104,0
78,cleanliness,0.785,228,179,49,0
78,location,0.931,547,509,38,0
78,room_comfort,0.544,846,460,386,0
78,value,0.413,155,64,91,0
78,noise,0.493,146,72,74,0
78,breakfast,0.658,365,240,125,0
79,wifi,0.0,1,0,1,1
79,pool,0.0,2,0,2,1
79,gym,0.0,3,0,3,1
79,sauna,0.5,2,1,1,1
79,restaurant,0.455,11,5,6,1
79,room_service,0.5,6,3,3,1
79,lounge,0.0,2,0,2,1
79,staff,0.902,82,74,8,0
79,cleanliness,0.944,18,17,1,0
79,location,0.948,58,55,3,0
79,room_comfort,0.582,110,64,46,0
79,value,0.211,19,4,15,0
79,noise,0.75,16,12,4,0
79,breakfast,0.469,32,15,17,0
80,wifi,0.25,40,10,30,1
80,restaurant,0.52,25,13,12,1
80,room_service,0.0,1,0,1,1
80,lounge,0.0,1,0,1,1
80,event_space,0.0,1,0,1,1
80,staff,0.675,163,110,53,0
80,cleanliness,0.779,113,88,25,0
80,location,0.935,185,173,12,0
80,room_comfort,0.481,324,156,168,0
80,value,0.519,52,27,25,0
80,noise,0.321,56,18,38,0
80,breakfast,0.44,166,73,93,0
81,wifi,0.739,23,17,6,1
81,pool,0.32,50,16,34,1
81,gym,0.091,11,1,10,1
81,sauna,0.304,23,7,16,1
81,restaurant,0.584,101,59,42,1
81,room_service,0.0,3,0,3,1
81,staff,0.82,261,214,47,0
81,cleanliness,0.889,99,88,11,0
81,location,0.659,182,120,62,0
81,room_comfort,0.602,264,159,105,0
81,value,0.491,106,52,54,0
81,noise,0.353,34,12,22,0
81,breakfast,0.555,164,91,73,0
82,wifi,0.333,6,2,4,1
82,restaurant,0.833,6,5,1,1
82,room_service,0.5,2,1,1,1
82,lounge,1.0,1,1,0,1
82,staff,0.911,56,51,5,0
82,cleanliness,1.0,5,5,0,0
82,location,0.979,48,47,1,0
82,room_comfort,0.457,70,32,38,0
82,value,0.167,6,1,5,0
82,noise,0.8,5,4,1,0
82,breakfast,0.643,14,9,5,0
83,wifi,1.0,2,2,0,1
83,pool,0.0,1,0,1,1
83,gym,1.0,3,3,0,1
83,sauna,0.0,1,0,1,1
83,restaurant,0.758,33,25,8,1
83,room_service,0.167,6,1,5,1
83,lounge,0.0,1,0,1,1
83,event_space,1.0,1,1,0,1
83,staff,0.892,166,148,18,0
83,cleanliness,0.625,16,10,6,0
83,location,0.978,136,133,3,0
83,room_comfort,0.545,187,102,85,0
83,value,0.311,45,14,31,0
83,noise,0.4,25,10,15,0
83,breakfast,0.698,86,60,26,0
84,wifi,0.571,7,4,3,1
84,pool,0.464,69,32,37,1
84,gym,0.25,8,2,6,1
84,sauna,0.581,43,25,18,1
84,restaurant,0.583,24,14,10,1
84,room_service,0.4,5,2,3,1
84,lounge,0.6,10,6,4,1
84,event_space,1.0,1,1,0,1
84,staff,0.737,156,115,41,0
84,cleanliness,0.754,69,52,17,0
84,location,0.841,113,95,18,0
84,room_comfort,0.55,209,115,94,0
84,value,0.456,68,31,37,0
84,noise,0.25,32,8,24,0
84,breakfast,0.701,97,68,29,0
85,wifi,0.0,1,0,1,1
85,gym,0.0,4,0,4,1
85,sauna,1.0,1,1,0,1
85,restaurant,0.429,14,6,8,1
85,room_service,0.0,8,0,8,1
85,staff,0.795,73,58,15,0
85,cleanliness,0.714,14,10,4,0
85,location,0.948,58,55,3,0
85,room_comfort,0.43,93,40,53,0
85,value,0.333,15,5,10,0
85,noise,0.667,9,6,3,0
85,breakfast,0.737,38,28,10,0
86,wifi,0.667,3,2,1,1
86,restaurant,1.0,8,8,0,1
86,staff,0.97,33,32,1,0
86,cleanliness,1.0,7,7,0,0
86,location,0.967,30,29,1,0
86,room_comfort,0.541,37,20,17,0
86,value,0.5,2,1,1,0
86,noise,0.875,8,7,1,0
86,breakfast,0.417,12,5,7,0
87,wifi,0.667,12,8,4,1
87,restaurant,0.909,11,10,1,1
87,room_service,0.6,5,3,2,1
87,staff,0.9,90,81,9,0
87,cleanliness,0.892,37,33,4,0
87,location,0.918,85,78,7,0
87,room_comfort,0.6,110,66,44,0
87,value,0.526,19,10,9,0
87,noise,0.471,17,8,9,0
87,breakfast,0.578,45,26,19,0
88,wifi,0.1,10,1,9,1
88,sauna,0.0,1,0,1,1
88,restaurant,0.833,6,5,1,1
88,staff,0.789,38,30,8,0
88,cleanliness,0.8,10,8,2,0
88,location,0.968,62,60,2,0
88,room_comfort,0.415,53,22,31,0
88,value,0.357,14,5,9,0
88,noise,0.294,17,5,12,0
88,breakfast,0.125,8,1,7,0
89,wifi,0.143,7,1,6,1
89,pool,0.714,21,15,6,1
89,gym,0.5,6,3,3,1
89,sauna,0.875,16,14,2,1
89,restaurant,1.0,14,14,0,1
89,staff,0.872,47,41,6,0
89,cleanliness,0.84,25,21,4,0
89,location,0.979,47,46,1,0
89,room_comfort,0.729,59,43,16,0
89,value,0.545,11,6,5,0
89,noise,0.692,13,9,4,0
89,breakfast,0.75,28,21,7,0
90,wifi,0.6,5,3,2,1
90,pool,0.5,4,2,2,1
90,gym,0.0,1,0,1,1
90,sauna,1.0,1,1,0,1
90,restaurant,0.714,7,5,2,1
90,room_service,0.0,1,0,1,1
90,staff,0.833,48,40,8,0
90,cleanliness,0.875,16,14,2,0
90,location,0.826,23,19,4,0
90,room_comfort,0.574,68,39,29,0
90,value,0.444,9,4,5,0
90,noise,0.364,11,4,7,0
90,breakfast,0.333,12,4,8,0
91,wifi,0.667,9,6,3,1
91,pool,0.0,2,0,2,1
91,gym,0.0,6,0,6,1
91,sauna,1.0,2,2,0,1
91,restaurant,0.917,72,66,6,1
91,room_service,0.8,10,8,2,1
91,lounge,0.889,9,8,1,1
91,staff,0.949,311,295,16,0
91,cleanliness,0.841,44,37,7,0
91,location,0.965,285,275,10,0
91,room_comfort,0.64,344,220,124,0
91,value,0.317,60,19,41,0
91,noise,0.667,66,44,22,0
91,breakfast,0.686,118,81,37,0
92,wifi,0.619,21,13,8,1
92,pool,0.167,6,1,5,1
92,gym,1.0,13,13,0,1
92,sauna,0.5,2,1,1,1
92,restaurant,0.551,78,43,35,1
92,room_service,0.692,26,18,8,1
92,lounge,0.667,6,4,2,1
92,event_space,0.0,1,0,1,1
92,staff,0.887,532,472,60,0
92,cleanliness,0.92,213,196,17,0
92,location,0.948,460,436,24,0
92,room_comfort,0.728,800,582,218,0
92,value,0.343,181,62,119,0
92,noise,0.578,109,63,46,0
92,breakfast,0.431,232,100,132,0
93,wifi,0.286,7,2,5,1
93,pool,0.0,1,0,1,1
93,sauna,0.5,14,7,7,1
93,restaurant,0.958,24,23,1,1
93,room_service,0.5,2,1,1,1
93,staff,0.919,161,148,13,0
93,cleanliness,0.789,57,45,12,0
93,location,0.974,156,152,4,0
93,room_comfort,0.559,188,105,83,0
93,value,0.391,46,18,28,0
93,noise,0.458,24,11,13,0
93,breakfast,0.477,44,21,23,0
94,wifi,0.75,44,33,11,1
94,gym,0.0,5,0,5,1
94,restaurant,0.612,49,30,19,1
94,room_service,0.333,9,3,6,1
94,lounge,0.0,4,0,4,1
94,event_space,1.0,1,1,0,1
94,staff,0.759,642,487,155,0
94,cleanliness,0.747,281,210,71,0
94,location,0.91,726,661,65,0
94,room_comfort,0.361,1391,502,889,0
94,value,0.401,212,85,127,0
94,noise,0.363,193,70,123,0
94,breakfast,0.605,299,181,118,0
95,wifi,0.438,16,7,9,1
95,restaurant,0.857,14,12,2,1
95,staff,0.747,75,56,19,0
95,cleanliness,0.852,27,23,4,0
95,location,0.979,95,93,2,0
95,room_comfort,0.632,136,86,50,0
95,value,0.552,29,16,13,0
95,noise,0.567,30,17,13,0
95,breakfast,0.643,56,36,20,0
96,wifi,0.625,24,15,9,1
96,gym,0.0,4,0,4,1
96,restaurant,0.793,29,23,6,1
96,room_service,1.0,2,2,0,1
96,lounge,0.0,1,0,1,1
96,event_space,1.0,1,1,0,1
96,staff,0.821,117,96,21,0
96,cleanliness,0.804,51,41,10,0
96,location,0.965,170,164,6,0
96,room_comfort,0.409,181,74,107,0
96,value,0.483,29,14,15,0
96,noise,0.5,26,13,13,0
96,breakfast,0.772,158,122,36,0
97,wifi,0.6,5,3,2,1
97,pool,0.789,19,15,4,1
97,restaurant,1.0,9,9,0,1
97,room_service,0.333,3,1,2,1
97,lounge,1.0,3,3,0,1
97,staff,0.875,56,49,7,0
97,cleanliness,0.952,21,20,1,0
97,location,0.889,36,32,4,0
97,room_comfort,0.738,80,59,21,0
97,value,0.333,9,3,6,0
97,noise,0.75,12,9,3,0
97,breakfast,0.684,19,13,6,0
98,wifi,0.341,41,14,27,1
98,pool,0.0,3,0,3,1
98,gym,0.429,21,9,12,1
98,sauna,0.0,2,0,2,1
98,restaurant,0.592,103,61,42,1
98,room_service,0.288,52,15,37,1
98,lounge,0.571,56,32,24,1
98,staff,0.726,755,548,207,0
98,cleanliness,0.784,199,156,43,0
98,location,0.869,863,750,113,0
98,room_comfort,0.51,1130,576,554,0
98,value,0.296,223,66,157,0
98,noise,0.428,159,68,91,0
98,breakfast,0.513,341,175,166,0
99,wifi,0.5,4,2,2,1
99,restaurant,0.8,5,4,1,1
99,lounge,1.0,1,1,0,1
99,staff,0.975,40,39,1,0
99,cleanliness,0.875,8,7,1,0
99,location,0.9,50,45,5,0
99,room_comfort,0.407,59,24,35,0
99,value,0.25,8,2,6,0
99,noise,0.833,6,5,1,0
99,breakfast,0.6,10,6,4,0
100,wifi,0.25,12,3,9,1
100,pool,0.602,83,50,33,1
100,gym,0.167,6,1,5,1
100,sauna,0.385,13,5,8,1
100,restaurant,0.706,34,24,10,1
100,room_service,0.556,9,5,4,1
100,lounge,1.0,2,2,0,1
100,event_space,0.0,2,0,2,1
100,staff,0.763,131,100,31,0
100,cleanliness,0.743,35,26,9,0
100,location,0.932,133,124,9,0
100,room_comfort,0.584,173,101,72,0
100,value,0.423,26,11,15,0
100,noise,0.286,28,8,20,0
100,breakfast,0.737,76,56,20,0
101,wifi,0.36,25,9,16,1
101,pool,0.5,2,1,1,1
101,gym,0.333,6,2,4,1
101,sauna,0.0,1,0,1,1
101,restaurant,0.594,69,41,28,1
101,room_service,0.625,8,5,3,1
101,lounge,0.0,1,0,1,1
101,event_space,0.0,1,0,1,1
101,staff,0.91,277,252,25,0
101,cleanliness,0.915,94,86,8,0
101,location,0.938,291,273,18,0
101,room_comfort,0.593,391,232,159,0
101,value,0.316,57,18,39,0
101,noise,0.75,64,48,16,0
101,breakfast,0.357,42,15,27,0
102,wifi,0.091,22,2,20,1
102,sauna,0.25,4,1,3,1
102,restaurant,1.0,6,6,0,1
102,staff,0.836,67,56,11,0
102,cleanliness,0.714,28,20,8,0
102,location,0.943,88,83,5,0
102,room_comfort,0.447,94,42,52,0
102,value,0.385,26,10,16,0
102,noise,0.16,25,4,21,0
102,breakfast,0.414,29,12,17,0
103,wifi,0.357,14,5,9,1
103,restaurant,0.857,7,6,1,1
103,room_service,0.333,3,1,2,1
103,staff,0.804,51,41,10,0
103,cleanliness,0.786,28,22,6,0
103,location,0.987,79,78,1,0
103,room_comfort,0.489,88,43,45,0
103,value,0.417,12,5,7,0
103,noise,0.182,11,2,9,0
103,breakfast,0.778,27,21,6,0
104,wifi,0.333,12,4,8,1
104,pool,0.0,1,0,1,1
104,sauna,0.0,1,0,1,1
104,restaurant,0.684,19,13,6,1
104,room_service,0.0,3,0,3,1
104,event_space,1.0,1,1,0,1
104,staff,0.725,91,66,25,0
104,cleanliness,0.875,40,35,5,0
104,location,0.985,130,128,2,0
104,room_comfort,0.591,137,81,56,0
104,value,0.393,28,11,17,0
104,noise,0.455,33,15,18,0
104,breakfast,0.648,108,70,38,0
105,wifi,0.694,98,68,30,1
105,pool,0.143,7,1,6,1
105,gym,0.3,10,3,7,1
105,sauna,0.2,5,1,4,1
105,restaurant,0.369,103,38,65,1
105,room_service,0.0,7,0,7,1
105,lounge,0.5,4,2,2,1
105,event_space,1.0,3,3,0,1
105,staff,0.73,481,351,130,0
105,cleanliness,0.816,375,306,69,0
105,location,0.782,614,480,134,0
105,room_comfort,0.591,773,457,316,0
105,value,0.676,219,148,71,0
105,noise,0.706,68,48,20,0
105,breakfast,0.644,668,430,238,0
106,wifi,0.231,13,3,10,1
106,pool,0.0,1,0,1,1
106,gym,0.5,2,1,1,1
106,restaurant,0.7,20,14,6,1
106,room_service,0.0,4,0,4,1
106,staff,0.968,62,60,2,0
106,cleanliness,0.8,25,20,5,0
106,location,0.872,78,68,10,0
106,room_comfort,0.692,143,99,44,0
106,value,0.4,15,6,9,0
106,noise,0.222,18,4,14,0
106,breakfast,0.8,75,60,15,0
107,wifi,0.167,6,1,5,1
107,restaurant,0.923,13,12,1,1
107,staff,0.918,61,56,5,0
107,cleanliness,0.789,19,15,4,0
107,location,0.974,78,76,2,0
107,room_comfort,0.589,95,56,39,0
107,value,0.5,20,10,10,0
107,noise,0.778,18,14,4,0
107,breakfast,0.733,15,11,4,0
108,wifi,0.333,6,2,4,1
108,restaurant,0.905,21,19,2,1
108,room_service,0.0,1,0,1,1
108,staff,0.929,98,91,7,0
108,cleanliness,0.889,36,32,4,0
108,location,0.94,100,94,6,0
108,room_comfort,0.696,125,87,38,0
108,value,0.524,21,11,10,0
108,noise,1.0,29,29,0,0
108,breakfast,0.58,50,29,21,0
109,wifi,0.333,9,3,6,1
109,gym,0.857,14,12,2,1
109,sauna,0.0,2,0,2,1
109,restaurant,0.706,51,36,15,1
109,room_service,0.316,19,6,13,1
109,lounge,0.714,7,5,2,1
109,event_space,1.0,1,1,0,1
109,staff,0.851,241,205,36,0
109,cleanliness,0.812,48,39,9,0
109,location,0.954,239,228,11,0
109,room_comfort,0.652,336,219,117,0
109,value,0.171,76,13,63,0
109,noise,0.444,36,16,20,0
109,breakfast,0.44,84,37,47,0
110,wifi,0.371,35,13,22,1
110,pool,0.0,2,0,2,1
110,gym,0.125,8,1,7,1
110,sauna,0.0,3,0,3,1
110,restaurant,0.625,56,35,21,1
110,room_service,0.32,25,8,17,1
110,lounge,0.32,25,8,17,1
110,event_space,0.333,3,1,2,1
110,staff,0.765,425,325,100,0
110,cleanliness,0.4,110,44,66,0
110,location,0.952,563,536,27,0
110,room_comfort,0.259,632,164,468,0
110,value,0.353,119,42,77,0
110,noise,0.073,96,7,89,0
110,breakfast,0.547,190,104,86,0
111,wifi,0.385,13,5,8,1
111,gym,0.0,2,0,2,1
111,restaurant,0.583,12,7,5,1
111,staff,0.697,33,23,10,0
111,cleanliness,0.704,27,19,8,0
111,location,0.908,76,69,7,0
111,room_comfort,0.63,100,63,37,0
111,value,0.471,17,8,9,0
111,noise,0.235,17,4,13,0
111,breakfast,0.457,46,21,25,0
112,wifi,0.769,13,10,3,1
112,pool,0.0,1,0,1,1
112,gym,0.0,1,0,1,1
112,restaurant,0.682,66,45,21,1
112,room_service,0.333,6,2,4,1
112,lounge,0.25,4,1,3,1
112,event_space,0.5,2,1,1,1
112,staff,0.751,213,160,53,0
112,cleanliness,0.442,77,34,43,0
112,location,0.874,135,118,17,0
112,room_comfort,0.558,373,208,165,0
112,value,0.292,65,19,46,0
112,noise,0.279,68,19,49,0
112,breakfast,0.583,96,56,40,0
113,wifi,0.0,1,0,1,1
113,pool,0.0,1,0,1,1
113,gym,0.667,3,2,1,1
113,restaurant,0.75,16,12,4,1
113,room_service,0.778,9,7,2,1
113,lounge,1.0,1,1,0,1
113,staff,0.962,79,76,3,0
113,cleanliness,1.0,10,10,0,0
113,location,0.891,46,41,5,0
113,room_comfort,0.739,92,68,24,0
113,value,0.143,21,3,18,0
113,noise,0.588,17,10,7,0
113,breakfast,0.8,40,32,8,0
114,wifi,0.5,6,3,3,1
114,restaurant,0.625,8,5,3,1
114,lounge,0.0,1,0,1,1
114,staff,0.667,36,24,12,0
114,cleanliness,0.667,24,16,8,0
114,location,0.968,63,61,2,0
114,room_comfort,0.5,66,33,33,0
114,value,0.471,17,8,9,0
114,noise,0.385,13,5,8,0
114,breakfast,0.261,23,6,17,0
115,wifi,0.481,27,13,14,1
115,pool,0.0,10,0,10,1
115,gym,0.0,15,0,15,1
115,sauna,0.111,9,1,8,1
115,restaurant,0.693,75,52,23,1
115,room_service,0.3,20,6,14,1
115,lounge,0.818,11,9,2,1
115,event_space,0.143,7,1,6,1
115,staff,0.655,531,348,183,0
115,cleanliness,0.644,188,121,67,0
115,location,0.928,692,642,50,0
115,room_comfort,0.499,852,425,427,0
115,value,0.172,250,43,207,0
115,noise,0.287,136,39,97,0
115,breakfast,0.633,330,209,121,0
116,wifi,0.0,4,0,4,1
116,restaurant,0.0,1,0,1,1
116,event_space,0.0,1,0,1,1
116,staff,0.8,5,4,1,0
116,cleanliness,1.0,1,1,0,0
116,location,0.5,4,2,2,0
116,room_comfort,0.571,7,4,3,0
116,value,0.0,1,0,1,0
116,noise,0.5,2,1,1,0
116,breakfast,0.857,7,6,1,0
117,wifi,0.5,2,1,1,1
117,gym,0.0,2,0,2,1
117,restaurant,1.0,1,1,0,1
117,room_service,0.5,2,1,1,1
117,lounge,1.0,1,1,0,1
117,staff,0.808,26,21,5,0
117,cleanliness,0.895,19,17,2,0
117,location,0.963,27,26,1,0
117,room_comfort,0.545,33,18,15,0
117,value,0.0,6,0,6,0
117,noise,0.7,10,7,3,0
117,breakfast,0.385,13,5,8,0
118,wifi,0.5,14,7,7,1
118,pool,1.0,1,1,0,1
118,restaurant,0.769,13,10,3,1
118,room_service,0.5,2,1,1,1
118,staff,0.863,146,126,20,0
118,cleanliness,0.815,65,53,12,0
118,location,0.94,199,187,12,0
118,room_comfort,0.58,243,141,102,0
118,value,0.385,39,15,24,0
118,noise,0.667,48,32,16,0
118,breakfast,0.393,61,24,37,0
119,wifi,0.5,6,3,3,1
119,pool,0.0,3,0,3,1
119,gym,1.0,3,3,0,1
119,sauna,0.769,13,10,3,1
119,restaurant,0.667,12,8,4,1
119,room_service,0.667,6,4,2,1
119,lounge,1.0,4,4,0,1
119,staff,0.864,59,51,8,0
119,cleanliness,0.692,13,9,4,0
119,location,0.98,50,49,1,0
119,room_comfort,0.613,62,38,24,0
119,value,0.125,16,2,14,0
119,noise,0.5,6,3,3,0
119,breakfast,0.636,22,14,8,0
120,pool,0.0,3,0,3,1
120,gym,0.0,1,0,1,1
120,restaurant,0.429,7,3,4,1
120,room_service,1.0,1,1,0,1
120,lounge,1.0,1,1,0,1
120,event_space,1.0,1,1,0,1
120,staff,0.818,22,18,4,0
120,cleanliness,1.0,12,12,0,0
120,location,1.0,14,14,0,0
120,room_comfort,0.812,32,26,6,0
120,value,0.571,7,4,3,0
120,noise,1.0,3,3,0,0
120,breakfast,0.545,11,6,5,0
121,wifi,0.333,3,1,2,1
121,pool,0.0,1,0,1,1
121,sauna,0.0,1,0,1,1
121,staff,0.867,15,13,2,0
121,cleanliness,0.909,11,10,1,0
121,location,1.0,28,28,0,0
121,room_comfort,0.395,38,15,23,0
121,value,0.8,5,4,1,0
121,noise,1.0,2,2,0,0
121,breakfast,0.5,8,4,4,0
122,wifi,0.75,16,12,4,1
122,sauna,1.0,1,1,0,1
122,restaurant,0.938,32,30,2,1
122,lounge,0.0,1,0,1,1
122,staff,0.935,186,174,12,0
122,cleanliness,0.921,76,70,6,0
122,location,0.961,154,148,6,0
122,room_comfort,0.626,246,154,92,0
122,value,0.806,36,29,7,0
122,noise,0.738,42,31,11,0
122,breakfast,0.242,33,8,25,0
123,wifi,0.1,10,1,9,1
123,pool,0.0,1,0,1,1
123,gym,0.0,2,0,2,1
123,sauna,0.0,1,0,1,1
123,restaurant,1.0,5,5,0,1
123,room_service,0.0,1,0,1,1
123,staff,0.79,105,83,22,0
123,cleanliness,0.826,23,19,4,0
123,location,0.957,117,112,5,0
123,room_comfort,0.554,101,56,45,0
123,value,0.36,25,9,16,0
123,noise,0.267,15,4,11,0
123,breakfast,0.5,36,18,18,0
124,wifi,0.5,2,1,1,1
124,sauna,1.0,1,1,0,1
124,restaurant,1.0,1,1,0,1
124,staff,1.0,29,29,0,0
124,cleanliness,0.882,17,15,2,0
124,location,0.808,26,21,5,0
124,room_comfort,0.711,45,32,13,0
124,value,0.25,8,2,6,0
124,noise,0.833,6,5,1,0
124,breakfast,0.2,10,2,8,0
125,wifi,0.25,4,1,3,1
125,sauna,0.0,1,0,1,1
125,restaurant,0.889,9,8,1,1
125,room_service,0.0,3,0,3,1
125,lounge,0.0,1,0,1,1
125,event_space,1.0,1,1,0,1
125,staff,0.967,61,59,2,0
125,cleanliness,0.75,12,9,3,0
125,location,0.981,52,51,1,0
125,room_comfort,0.536,69,37,32,0
125,value,0.3,10,3,7,0
125,noise,0.88,25,22,3,0
125,breakfast,0.714,35,25,10,0
126,wifi,0.318,44,14,30,1
126,pool,1.0,1,1,0,1
